0.00000	0.00000
0.00000	0.43000
1.94500	0.43000
1.94500	0.57000
0.00000	0.57000
0.00000	0.93000
2.05900	0.93000
2.05900	1.07000
0.00000	1.07000
0.00000	1.43000
2.12100	1.43000
2.12100	1.57000
0.00000	1.57000
0.00000	1.93000
2.14200	1.93000
2.14200	2.07000
0.00000	2.07000
0.00000	2.43000
2.12200	2.43000
2.12200	2.57000
0.00000	2.57000
0.00000	2.93000
2.06500	2.93000
2.06500	3.07000
0.00000	3.07000
0.00000	3.43000
1.96800	3.43000
1.96800	3.57000
0.00000	3.57000
0.00000	3.93000
1.81800	3.93000
1.81800	4.07000
0.00000	4.07000
0.00000	4.43000
1.65200	4.43000
1.65200	4.57000
0.00000	4.57000
0.00000	4.93000
1.43400	4.93000
1.43400	5.07000
0.00000	5.07000
0.00000	5.43000
1.20300	5.43000
1.20300	5.57000
0.00000	5.57000
0.00000	5.93000
0.93300	5.93000
0.93300	6.07000
0.00000	6.07000
0.00000	6.43000
0.62500	6.43000
0.62500	6.57000
0.00000	6.57000
0.00000	6.93000
2.35500	6.93000
2.35500	7.07000
0.00000	7.07000
0.00000	7.43000
2.00700	7.43000
2.00700	7.57000
0.00000	7.57000
0.00000	7.93000
1.63000	7.93000
1.63000	8.07000
0.00000	8.07000
0.00000	8.43000
1.23100	8.43000
1.23100	8.57000
0.00000	8.57000
0.00000	8.93000
0.81100	8.93000
0.81100	9.07000
0.00000	9.07000
0.00000	9.43000
2.41800	9.43000
2.41800	9.57000
0.00000	9.57000
0.00000	9.93000
1.96400	9.93000
1.96400	10.07000
0.00000	10.07000
0.00000	10.43000
1.47900	10.43000
1.47900	10.57000
0.00000	10.57000
0.00000	10.93000
0.99000	10.93000
0.99000	11.07000
0.00000	11.07000
0.00000	11.43000
2.52500	11.43000
2.52500	11.57000
0.00000	11.57000
0.00000	11.93000
2.01300	11.93000
2.01300	12.07000
0.00000	12.07000
0.00000	12.43000
1.46800	12.43000
1.46800	12.57000
0.00000	12.57000
0.00000	12.93000
0.92700	12.93000
0.92700	13.07000
0.00000	13.07000
0.00000	13.43000
2.41200	13.43000
2.41200	13.57000
0.00000	13.57000
0.00000	13.93000
1.83700	13.93000
1.83700	14.07000
0.00000	14.07000
0.00000	14.43000
1.26200	14.43000
1.26200	14.57000
0.00000	14.57000
0.00000	14.93000
0.66300	14.93000
0.66300	15.07000
0.00000	15.07000
0.00000	15.43000
2.11500	15.43000
2.11500	15.57000
0.00000	15.57000
0.00000	15.93000
1.51000	15.93000
1.51000	16.07000
0.00000	16.07000
0.00000	16.43000
0.90400	16.43000
0.90400	16.57000
0.00000	16.57000
0.00000	16.93000
2.32800	16.93000
2.32800	17.07000
0.00000	17.07000
0.00000	17.43000
1.70200	17.43000
1.70200	17.57000
0.00000	17.57000
0.00000	17.93000
1.06600	17.93000
1.06600	18.07000
0.00000	18.07000
0.00000	18.43000
2.47900	18.43000
2.47900	18.57000
0.00000	18.57000
0.00000	18.93000
1.84000	18.93000
1.84000	19.07000
0.00000	19.07000
0.00000	19.43000
1.20200	19.43000
1.20200	19.57000
0.00000	19.57000
0.00000	19.93000
